"Плей-лист на СУББОТА, 16.05.2015 г. Перец Европа",,,,,,,,,,
"Источник, логотип",Время выхода в эфир,Название передачи,Хронометраж,Таймкод начальный,Таймкод конечный,Номер эфирной кассеты,GPO,Аудит,Тип рекламы,Б/С
Лого ДА,00:41:49:10,Lay's  05 15 Play титр1/00:00:21:00/00:00:01:00/PCDA0415.tga,00:00:30:00,00:00:00:00,00:00:30:00,499162,"GR140
00:00:21:00/00:00:01:00",,КР,
Лого ДА,00:42:19:10,DeAgostini  CV2 Tank T-72 01/15 fed,00:00:05:00,00:00:00:00,00:00:05:00,476719,,,КР,
Лого ДА,00:42:24:10,Adrenaline Rush  Секрет успеха 4,00:00:15:00,00:00:00:00,00:00:15:00,494896,,,КР,
Лого ДА,00:42:39:10,M&M`s  Love ballad 2,00:00:20:00,00:00:00:00,00:00:20:00,493861,,,КР,
Лого ДА,00:42:59:10,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,00:43:00:10,Тюряга(Взаперти).22мая_Пт19.30_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002957,,,,
Лого ДА,00:43:30:10,Светофор.№2.с18мая_ПнЧт22_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN003001,,,,
Лого ДА,00:43:45:10,БУМЕР (продолжение) титр2/00:00:00:00/00:00:08:00/P_18.tga,00:09:01:20,01:15:44:15,01:24:46:10,PR_121039637,"GR141
00:00:00:00/00:00:08:00",18+,,00:00:08:00/00:08:53:20
Лого ДА,00:52:47:05,Участок.18мая.4сер_Пн20_30 Нов,00:00:30:00,00:00:00:00,00:00:30:00,VAN002788,,,,
Лого ДА,00:53:17:05,ЧтоБылоДальше.с18мая_ПнЧт19.30_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002910,,,,
Лого ДА,00:53:32:05,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,00:53:37:05,Jacobs Velour  Jacobs Velour Launch 1,00:00:25:00,00:00:00:00,00:00:25:00,499416,,,КРП,
Лого ДА,00:54:02:05,Colgate Total  Colgate Total_2015_15,00:00:15:00,00:00:00:00,00:00:15:00,485756,,,КРП,
Лого ДА,00:54:17:05,Alpen Gold  Автобус,00:00:20:00,00:00:00:00,00:00:20:00,490713,,,КРП,
Лого ДА,00:54:37:05,ID_PERETZ_NEW_3_ENR,00:00:03:00,00:00:00:00,00:00:03:00,PGR_0029_ENR,_ENR,,,
Лого ДА,00:54:40:05,СвБундока-2.22мая_Пт21.45_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002962,,,,
Лого ДА,00:55:25:05,БУМЕР (продолжение) титр2/00:00:00:00/00:00:08:00/P_18.tga титр4/00:01:13:00/00:00:08:00/Y_PCH20_.tga,00:06:39:12,01:24:47:13,01:31:27:00,PR_121039637,"GR142
00:00:00:00/00:00:08:00
00:01:13:00/00:00:08:00",18+,,"00:00:08:00/00:01:05:00
00:01:21:00/00:05:18:12"
Лого ДА,01:02:04:17,.+100500.с15мая_Вс23_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002859,,,,
Лого ДА,01:02:34:17,ID_PERETZ_NEW_CLAY _REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0049_STF,_STF,,,
Лого ДА,01:02:39:17,Евросеть  Евросеть + Samsung. Galaxy S6 Edge (GSM),00:00:20:00,00:00:00:00,00:00:20:00,501316,,,КР,
Лого ДА,01:02:59:17,Nivea Men  Sensitive Shaving,00:00:20:00,00:00:00:00,00:00:20:00,496210,,,КР,
Лого ДА,01:03:19:17,Pepsi  Живи здесь и сейчас Гимн,00:00:15:00,00:00:00:00,00:00:15:00,497835,,,КР,
Лого ДА,01:03:34:17,Экзодерил  1 Космонавт,00:00:20:00,00:00:00:00,00:00:20:00,498476,,,КР,
Лого ДА,01:03:54:17,КФС  Лонгер - мальчик,00:00:15:00,00:00:00:00,00:00:15:00,495443,,,КР,
Лого ДА,01:04:09:17,Deo Men  Black&White Male 15,00:00:15:00,00:00:00:00,00:00:15:00,500623,,,КР,
Лого ДА,01:04:24:17,Jacobs Velour  Jacobs Velour Launch 1,00:00:25:00,00:00:00:00,00:00:25:00,499416,,,КР,
Лого ДА,01:04:49:17,DeAgostini  CV2 Tank T-72 01/15 fed,00:00:05:00,00:00:00:00,00:00:05:00,476719,,,КР,
Лого ДА,01:04:54:17,Bayer_2015  Бепантен Плюс 20 апрель,00:00:20:00,00:00:00:00,00:00:20:00,485804,,,КР,
Лого ДА,01:05:14:17,Alpen Gold  Автобус титр1/00:00:06:00/00:00:01:10/PCDA0415.tga,00:00:20:00,00:00:00:00,00:00:20:00,490713,"GR143
00:00:06:00/00:00:01:10",,КР,
Лого ДА,01:05:34:17,Deo Women  Powder Touch 2015,00:00:20:00,00:00:00:00,00:00:20:00,494017,,,КР,
Лого ДА,01:05:54:17,Adrenaline Rush  Секрет успеха 4,00:00:15:00,00:00:00:00,00:00:15:00,494896,,,КР,
Лого ДА,01:06:09:17,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:10,00:00:00:00,00:00:01:10,PGR_0013_ENF,_ENF,,,
Лого ДА,01:06:11:02,Светофор.с18мая_ПнЧт22_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002998,,,,
Лого ДА,01:06:26:02,<UNKNOWN BREAK!!!>,00:00:30:00,00:00:00:00,00:00:30:00,,,,,
Лого ДА,01:06:56:02,БУМЕР (продолжение) титр2/00:00:00:00/00:00:08:00/P_18.tga,00:08:20:01,01:31:28:00,01:39:48:01,PR_121039637,"GR144
00:00:00:00/00:00:08:00",18+,,00:00:08:00/00:08:12:01
Лого ДА,01:15:16:03,Тюряга(Взаперти).22мая_Пт19.30_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002957,,,,
Лого ДА,01:15:46:03,ЧтоБылоДальше.с18мая_ПнЧт19.30_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002910,,,,
Лого ДА,01:16:01:03,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,01:16:06:03,Jacobs Velour  Jacobs Velour Launch 1,00:00:25:00,00:00:00:00,00:00:25:00,499416,,,КРП,
Лого ДА,01:16:31:03,Colgate SAN  Colgate SAN_2015_20,00:00:20:00,00:00:00:00,00:00:20:00,493063,,,КРП,
Лого ДА,01:16:51:03,Напитки из Черноголовки  Лимонад.2015,00:00:10:00,00:00:00:00,00:00:10:00,501287,,,КРП,
Лого ДА,01:17:01:03,Alpen Gold  Автобус,00:00:20:00,00:00:00:00,00:00:20:00,490713,,,КРП,
Лого ДА,01:17:21:03,ID_PERETZ_NEW_3_ENR,00:00:03:24,00:00:00:00,00:00:03:24,PGR_0029_ENR,_ENR,,,
Лого ДА,01:17:25:02,Вечер.ПнЧт.с18мая.(Уч-20+1/5-21+С-22)_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002906,,,,
Лого ДА,01:17:55:02,БУМЕР (окончание) титр2/00:00:00:00/00:00:08:00/P_18.tga титр4/00:04:31:00/00:00:08:00/Y_PCH20_.tga,00:06:59:23,01:39:48:03,01:46:48:01,PR_121039637,"GR145
00:00:00:00/00:00:08:00
00:04:31:00/00:00:08:00",18+,,"00:00:08:00/00:04:23:00
00:04:39:00/00:02:20:23"
Лого ДА,01:24:55:00,"БУМЕР._ТИТРЫ.16,17.05",00:00:31:00,00:00:00:00,00:00:31:00,VAT000393,,,,
Лого ДА,01:25:26:00,ID_PERETZ_NEW_SMI_5,00:00:05:00,00:00:00:00,00:00:05:00,VO-2_154,,,,
Лого ДА,01:25:31:00,9MАЯ_КУРЕНИЕ,00:00:05:00,00:00:00:00,00:00:05:00,GRF_0054,,,,
Лого ДА,01:25:36:00,ГОЛЫЕ И СМЕШНЫЕ 2015  2015 * 011-я серия (начало) титр2/00:00:00:00/00:00:08:00/P_18.tga,00:10:26:16,00:48:00:01,00:58:26:17,PR_121038561,"GR146
00:00:00:00/00:00:08:00",18+,,00:00:08:00/00:10:18:16
Лого ДА,01:36:02:16,Бум2.15+АнтиБум17.30.Оркестр.Съем.17мая_Зав_20,00:00:20:00,00:00:00:00,00:00:20:00,VAN002946,,,,
Лого ДА,01:36:22:16,Светофор.с18мая_ПнЧт22_10,00:00:10:00,00:00:00:00,00:00:10:00,VAN002999,,,,
Лого ДА,01:36:32:16,ID_PERETZ_NEW_METAL_REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0051_STF,_STF,,,
Лого ДА,01:36:37:16,Святой Источник  Качели-функционал,00:00:30:00,00:00:00:00,00:00:30:00,492172,,,КР,
Лого ДА,01:37:07:16,Sensodyne  Востановление и защита,00:00:30:00,00:00:00:00,00:00:30:00,476770,,,КР,
Лого ДА,01:37:37:16,Deo Women  Powder Touch 2015,00:00:20:00,00:00:00:00,00:00:20:00,494017,,,КР,
Лого ДА,01:37:57:16,Спортмастер  SM-product – детский самокат,00:00:10:00,00:00:00:00,00:00:10:00,495596,,,КР,
Лого ДА,01:38:07:16,Nivea Men  Sensitive Shaving,00:00:20:00,00:00:00:00,00:00:20:00,496210,,,КР,
Лого ДА,01:38:27:16,"ООО ""НДК""  06_Tribestan_4х3_15 sec_VI_03",00:00:15:00,00:00:00:00,00:00:15:00,503519,,,КР,
Лого ДА,01:38:42:16,DeAgostini  CV2 Tank T-72 01/15 fed,00:00:05:00,00:00:00:00,00:00:05:00,476719,,,КР,
Лого ДА,01:38:47:16,Deo Men  Black&White Male 15,00:00:15:00,00:00:00:00,00:00:15:00,500623,,,КР,
Лого ДА,01:39:02:16,Экзодерил  1 Космонавт,00:00:15:00,00:00:00:00,00:00:15:00,498479,,,КР,
Лого ДА,01:39:17:16,Nivea Men  Greetings,00:00:05:00,00:00:00:00,00:00:05:00,497306,,,КР,
Лого ДА,01:39:22:16,АН-бескорыстная помощь  Соц 2015 титр1/00:00:11:00/00:00:01:00/PCDA0415.tga,00:00:30:00,00:00:00:00,00:00:30:00,502281,"GR147
00:00:11:00/00:00:01:00",,Соц,
Лого ДА,01:39:52:16,Pepsi  Живи здесь и сейчас Гимн,00:00:15:00,00:00:00:00,00:00:15:00,497835,,,КР,
Лого ДА,01:40:07:16,Adrenaline Rush  Секрет успеха 4,00:00:15:00,00:00:00:00,00:00:15:00,494896,,,КР,
Лого ДА,01:40:22:16,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,01:40:23:16,СвБундока-2.22мая_Пт21.45_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002962,,,,
Лого ДА,01:41:08:16,ГОЛЫЕ И СМЕШНЫЕ 2015 (продолжение) титр2/00:00:00:00/00:00:08:00/P_18.tga,00:05:26:17,00:58:27:00,01:03:53:17,PR_121038561,"GR148
00:00:00:00/00:00:08:00",18+,,00:00:08:00/00:05:18:17
Лого ДА,01:46:35:08,.+100500.с15мая_Вс23_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002859,,,,
Лого ДА,01:47:05:08,ЧтоБылоДальше.с18мая_ПнЧт19.30_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002910,,,,
Лого ДА,01:47:20:08,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,01:47:25:08,Parodontax  Fallen Tree Malkron,00:00:25:00,00:00:00:00,00:00:25:00,492939,,,КРП,
Лого ДА,01:47:50:08,Alpen Gold  Автобус,00:00:20:00,00:00:00:00,00:00:20:00,490713,,,КРП,
Лого ДА,01:48:10:08,Colgate Total  Colgate Total_2015_15,00:00:15:00,00:00:00:00,00:00:15:00,485756,,,КРП,
Лого ДА,01:48:25:08,ID_PERETZ_NEW_5_ENR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0030_ENR,_ENR,,,
Лого ДА,01:48:30:08,Участок.18мая.4сер_Пн20_30 Нов,00:00:30:00,00:00:00:00,00:00:30:00,VAN002788,,,,
Лого ДА,01:49:00:08,ГОЛЫЕ И СМЕШНЫЕ 2015 (продолжение) титр2/00:00:00:00/00:00:08:00/P_18.tga,00:06:06:04,01:03:54:01,01:10:00:05,PR_121038561,"GR149
00:00:00:00/00:00:08:00",18+,,00:00:08:00/00:05:58:04
Лого ДА,01:55:06:12,ГОЛЫЕ И СМЕШНЫЕ 2015 (окончание),00:00:02:02,01:10:51:05,01:10:53:07,PR_121038561,,18+,,00:00:00:00/00:00:02:02
Лого ДА,01:55:08:14,ГОЛЫЕ И СМЕШНЫЕ 2015  2015 * 010-я серия (начало) титр2/00:00:00:00/00:00:08:00/P_18.tga,00:11:06:09,00:24:00:01,00:35:06:10,PR_121038278,"GR150
00:00:00:00/00:00:08:00",18+,,00:00:08:00/00:10:58:09
Лого ДА,02:06:14:23,Бум2.15+АнтиБум17.30.Пьяно.Съем.17мая_Зав_20,00:00:20:00,00:00:00:00,00:00:20:00,VAN002945,,,,
Лого ДА,02:06:34:23,Участок.Дача.с15мая_ПнЧт20_10 Нов,00:00:10:00,00:00:00:00,00:00:10:00,VAN002838,,,,
Лого ДА,02:06:44:23,ID_PERETZ_NEW_CLAY _REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0049_STF,_STF,,,
Лого ДА,02:06:49:23,Святой Источник  Качели-функционал,00:00:30:00,00:00:00:00,00:00:30:00,492172,,,КР,
Лого ДА,02:07:19:23,КФС  Лонгер - девушка,00:00:15:00,00:00:00:00,00:00:15:00,500394,,,КР,
Лого ДА,02:07:34:23,Alpen Gold  Автобус,00:00:20:00,00:00:00:00,00:00:20:00,490713,,,КР,
Лого ДА,02:07:54:23,Samsung  Galaxy S6 edge Кредит,00:00:30:00,00:00:00:00,00:00:30:00,500681,,,КР,
Лого ДА,02:08:24:23,МТС Гугл май  20.04.2015,00:00:30:00,00:00:00:00,00:00:30:00,501023,,,КР,
Лого ДА,02:08:54:23,Renault Sandero  В ритме элементов May 2015,00:00:30:00,00:00:00:00,00:00:30:00,500532,,,КР,
Лого ДА,02:09:24:23,Евросеть  Евросеть + Samsung. Galaxy S6 Edge (GSM) титр1/00:00:06:00/00:00:01:00/PCDA0415.tga,00:00:20:00,00:00:00:00,00:00:20:00,501316,"GR151
00:00:06:00/00:00:01:00",,КР,
Лого ДА,02:09:44:23,"ООО ""НДК""  06_Tribestan_4х3_10 sec_VI_03",00:00:10:00,00:00:00:00,00:00:10:00,503518,,,КР,
Лого ДА,02:09:54:23,Jacobs Velour  Jacobs Velour Launch 1,00:00:25:00,00:00:00:00,00:00:25:00,499416,,,КР,
Лого ДА,02:10:19:23,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,02:10:20:23,Светофор.№2.с18мая_ПнЧт22_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN003001,,,,
Лого ДА,02:10:35:23,Тюряга(Взаперти).22мая_Пт19.30_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002957,,,,
Лого ДА,02:11:05:23,ГОЛЫЕ И СМЕШНЫЕ 2015 (продолжение) титр2/00:00:00:00/00:00:08:00/P_18.tga,00:05:56:01,00:35:06:18,00:41:02:19,PR_121038278,"GR152
00:00:00:00/00:00:08:00",18+,,00:00:08:00/00:05:48:01
Лого ДА,02:17:01:24,СвБундока-2.22мая_Пт21.45_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002962,,,,
Лого ДА,02:17:46:24,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,02:17:51:24,Jacobs Velour  Jacobs Velour Launch 1,00:00:25:00,00:00:00:00,00:00:25:00,499416,,,КРП,
Лого ДА,02:18:16:24,Renault Sandero  В ритме элементов May 2015,00:00:20:00,00:00:00:00,00:00:20:00,499658,,,КРП,
Лого ДА,02:18:36:24,Colgate SAN  Colgate SAN_2015_20,00:00:20:00,00:00:00:00,00:00:20:00,493063,,,КРП,
Лого ДА,02:18:56:24,Напитки из Черноголовки  Дюшес.2015,00:00:10:00,00:00:00:00,00:00:10:00,501284,,,КРП,
Лого ДА,02:19:06:24,ID_PERETZ_NEW_5_ENR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0030_ENR,_ENR,,,
Лого ДА,02:19:11:24,Участок.18мая.4сер_Пн20_30 Нов,00:00:30:00,00:00:00:00,00:00:30:00,VAN002788,,,,
Лого ДА,02:19:41:24,ГОЛЫЕ И СМЕШНЫЕ 2015 (продолжение) титр2/00:00:00:00/00:00:08:00/P_18.tga,00:05:30:20,00:41:03:00,00:46:33:20,PR_121038278,"GR153
00:00:00:00/00:00:08:00",18+,,00:00:08:00/00:05:22:20
Лого ДА,02:25:12:19,ГОЛЫЕ И СМЕШНЫЕ 2015 (окончание),00:00:02:01,00:47:21:10,00:47:23:11,PR_121038278,,18+,,00:00:00:00/00:00:02:01
Лого ДА,02:25:14:20,ID_PERETZ_NEW_SMI_5,00:00:05:00,00:00:00:00,00:00:05:00,VO-2_154,,,,
Лого ДА,02:25:19:20,9MАЯ_КУРЕНИЕ,00:00:05:00,00:00:00:00,00:00:05:00,GRF_0054,,,,
Лого ДА,02:25:24:20,ВОЙНА НА ЗАПАДНОМ НАПРАВЛЕНИИ 001-я серия. ВЗОРВАННЫЙ МИР (начало) титр2/00:00:00:00/00:00:08:00/P_00.tga,00:07:00:09,00:00:00:00,00:07:00:09,PR_121038880,"GR154
00:00:00:00/00:00:08:00",0+,,00:00:08:00/00:06:52:09
Лого ДА,02:32:25:04,Бум2.15+АнтиБум17.30.Скрипка.Съем.17мая_Зав_20,00:00:20:00,00:00:00:00,00:00:20:00,VAN002943,,,,
Лого ДА,02:32:45:04,Светофор.с18мая_ПнЧт22_10,00:00:10:00,00:00:00:00,00:00:10:00,VAN002999,,,,
Лого ДА,02:32:55:04,ID_PERETZ_NEW_METAL_REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0051_STF,_STF,,,
Лого ДА,02:33:00:04,Евросеть  Евросеть + Samsung. Galaxy S6 Edge (GSM),00:00:20:00,00:00:00:00,00:00:20:00,501316,,,КР,
Лого ДА,02:33:20:04,КФС  Лонгер - девушка,00:00:15:00,00:00:00:00,00:00:15:00,500394,,,КР,
Лого ДА,02:33:35:04,Machine Zone  Решение,00:00:30:00,00:00:00:00,00:00:30:00,501765,,,КР,
Лого ДА,02:34:05:04,МТС Бит Имидж  19.03.2015,00:00:30:00,00:00:00:00,00:00:30:00,495320,,,КР,
Лого ДА,02:34:35:04,Domofond  05.15 Домофонд Планшет,00:00:10:00,00:00:00:00,00:00:10:00,499605,,,КР,
Лого ДА,02:34:45:04,Orbit  Аэропорт 2015,00:00:15:00,00:00:00:00,00:00:15:00,483767,,,КР,
Лого ДА,02:35:00:04,Jacobs Velour  Jacobs Velour Launch 1,00:00:25:00,00:00:00:00,00:00:25:00,499416,,,КР,
Лого ДА,02:35:25:04,МТС Гугл май  20.04.2015 титр1/00:00:01:00/00:00:01:00/PCDA0415.tga,00:00:30:00,00:00:00:00,00:00:30:00,501023,"GR155
00:00:01:00/00:00:01:00",,КР,
Лого ДА,02:35:55:04,Rexona  Venus'20,00:00:20:00,00:00:00:00,00:00:20:00,495450,,,КР,
Лого ДА,02:36:15:04,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,02:36:16:04,Участок.2с15мая_ПнЧт20_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002812,,,,
Лого ДА,02:37:01:04,ВОЙНА НА ЗАПАДНОМ НАПРАВЛЕНИИ (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga,00:07:47:06,00:07:00:12,00:14:47:18,PR_121038880,"GR156
00:00:00:00/00:00:08:00",0+,,00:00:08:00/00:07:39:06
Лого ДА,02:44:48:10,.+100500.с15мая_Вс23_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002859,,,,
Лого ДА,02:45:18:10,ЧтоБылоДальше.с18мая_ПнЧт19.30_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002910,,,,
Лого ДА,02:45:33:10,ID_PERETZ_NEW_STONE_5_REG_STR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0019_STR,_STR,,,
Лого ДА,02:45:38:10,Jacobs Velour  Jacobs Velour Launch 1,00:00:25:00,00:00:00:00,00:00:25:00,499416,,,КРП,
Лого ДА,02:46:03:10,Colgate Total  Colgate Total_2015_15,00:00:15:00,00:00:00:00,00:00:15:00,485756,,,КРП,
Лого ДА,02:46:18:10,Alpen Gold  Автобус,00:00:20:00,00:00:00:00,00:00:20:00,490713,,,КРП,
Лого ДА,02:46:38:10,ID_PERETZ_NEW_5_ENR,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0030_ENR,_ENR,,,
Лого ДА,02:46:43:10,Тюряга(Взаперти).22мая_Пт19.30_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002957,,,,
Лого ДА,02:47:13:10,ВОЙНА НА ЗАПАДНОМ НАПРАВЛЕНИИ (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga,00:10:01:14,00:14:47:21,00:24:49:10,PR_121038880,"GR157
00:00:00:00/00:00:08:00",0+,,00:00:08:00/00:09:53:14
Лого ДА,02:57:14:24,ВОЙНА НА ЗАПАДНОМ НАПРАВЛЕНИИ (продолжение),00:08:05:11,00:24:50:09,00:32:55:20,PR_121038880,,0+,,00:00:00:00/00:08:05:11
Лого ДА,03:05:20:10,Бум2.15+АнтиБум17.30.Тел.Съем.17мая_Зав_20,00:00:20:00,00:00:00:00,00:00:20:00,VAN002944,,,,
Лого ДА,03:05:40:10,Участок.Дача.с15мая_ПнЧт20_10 Нов,00:00:10:00,00:00:00:00,00:00:10:00,VAN002838,,,,
Лого ДА,03:05:50:10,ID_PERETZ_NEW_CLAY _REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0049_STF,_STF,,,
Лого ДА,03:05:55:10,Rexona  Venus'20,00:00:20:00,00:00:00:00,00:00:20:00,495450,,,КР,
Лого ДА,03:06:15:10,МТС Гугл май  20.04.2015,00:00:30:00,00:00:00:00,00:00:30:00,501023,,,КР,
Лого ДА,03:06:45:10,Snickers  Mr.Bean,00:00:30:00,00:00:00:00,00:00:30:00,489144,,,КР,
Лого ДА,03:07:15:10,Приложение Google  Турист,00:00:15:00,00:00:00:00,00:00:15:00,499940,,,КР,
Лого ДА,03:07:30:10,АН-бескорыстная помощь  Соц 2015 титр1/00:00:21:00/00:00:01:00/PCDA0415.tga,00:00:30:00,00:00:00:00,00:00:30:00,502281,"GR158
00:00:21:00/00:00:01:00",,Соц,
Лого ДА,03:08:00:10,Мегафон  Мегафон-Качество,00:00:20:00,00:00:00:00,00:00:20:00,501377,,,КР,
Лого ДА,03:08:20:10,M&M`s  Love ballad 2,00:00:20:00,00:00:00:00,00:00:20:00,493861,,,КР,
Лого ДА,03:08:40:10,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,03:08:41:10,СвБундока-2.22мая_Пт21.45_45,00:00:45:00,00:00:00:00,00:00:45:00,VAN002962,,,,
Лого ДА,03:09:26:10,ВОЙНА НА ЗАПАДНОМ НАПРАВЛЕНИИ (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga,00:07:40:07,00:32:55:22,00:40:36:04,PR_121038880,"GR159
00:00:00:00/00:00:08:00",0+,,00:00:08:00/00:07:32:07
Лого ДА,03:17:06:17,Участок.18мая.4сер_Пн20_30 Нов,00:00:30:00,00:00:00:00,00:00:30:00,VAN002788,,,,
Лого ДА,03:17:36:17,ID_PERETZ_NEW_METAL_REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0051_STF,_STF,,,
Лого ДА,03:17:41:17,Jacobs Velour  Jacobs Velour Launch 1,00:00:25:00,00:00:00:00,00:00:25:00,499416,,,КР,
Лого ДА,03:18:06:17,КФС  Лонгер - девушка,00:00:15:00,00:00:00:00,00:00:15:00,500394,,,КР,
Лого ДА,03:18:21:17,Camay  Клубника со сливками,00:00:10:00,00:00:00:00,00:00:10:00,491131,,,КР,
Лого ДА,03:18:31:17,Приложение Google  Паспорт,00:00:15:00,00:00:00:00,00:00:15:00,501318,,,КР,
Лого ДА,03:18:46:17,Renault Sandero  В ритме элементов May 2015 титр1/00:00:21:00/00:00:01:00/PCDA0415.tga,00:00:30:00,00:00:00:00,00:00:30:00,500532,"GR160
00:00:21:00/00:00:01:00",,КР,
Лого ДА,03:19:16:17,Евросеть  Евросеть + Samsung. Galaxy S6 Edge (GSM),00:00:20:00,00:00:00:00,00:00:20:00,501316,,,КР,
Лого ДА,03:19:36:17,Alpen Gold  Автобус,00:00:20:00,00:00:00:00,00:00:20:00,490713,,,КР,
Лого ДА,03:19:56:17,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
Лого ДА,03:19:57:17,ЧтоБылоДальше.с18мая_ПнЧт19.30_15,00:00:15:00,00:00:00:00,00:00:15:00,VAN002910,,,,
Лого ДА,03:20:12:17,.+100500.с15мая_Вс23_30,00:00:30:00,00:00:00:00,00:00:30:00,VAN002859,,,,
Лого ДА,03:20:42:17,ВОЙНА НА ЗАПАДНОМ НАПРАВЛЕНИИ (продолжение) титр2/00:00:00:00/00:00:08:00/P_00.tga,00:08:10:06,00:40:36:07,00:48:46:13,PR_121038880,"GR161
00:00:00:00/00:00:08:00",0+,,00:00:08:00/00:08:02:06
Лого ДА,03:28:52:23,ВОЙНА НА ЗАПАДНОМ НАПРАВЛЕНИИ (продолжение),00:07:17:20,00:48:46:16,00:56:04:11,PR_121038880,,0+,,00:00:00:00/00:07:17:20
Лого ДА,03:36:10:18,Бум2.15+АнтиБум17.30.Оркестр.Съем.17мая_Зав_20,00:00:20:00,00:00:00:00,00:00:20:00,VAN002946,,,,
Лого ДА,03:36:30:18,Светофор.с18мая_ПнЧт22_10,00:00:10:00,00:00:00:00,00:00:10:00,VAN002999,,,,
Лого ДА,03:36:40:18,ID_PERETZ_NEW_CLAY _REKL_5_STF,00:00:05:00,00:00:00:00,00:00:05:00,PGR_0049_STF,_STF,,,
Лого ДА,03:36:45:18,Alpen Gold  Автобус,00:00:20:00,00:00:00:00,00:00:20:00,490713,,,КР,
Лого ДА,03:37:05:18,КФС  Лонгер - девушка,00:00:15:00,00:00:00:00,00:00:15:00,500394,,,КР,
Лого ДА,03:37:20:18,ClearBlue  99% процентов-1,00:00:15:00,00:00:00:00,00:00:15:00,440794,,,КР,
Лого ДА,03:37:35:18,Samsung  Galaxy S6 edge Кредит,00:00:30:00,00:00:00:00,00:00:30:00,500681,,,КР,
Лого ДА,03:38:05:18,Jacobs Velour  Jacobs Velour Launch 1 титр1/00:00:06:00/00:00:01:00/PCDA0415.tga,00:00:25:00,00:00:00:00,00:00:25:00,499416,"GR162
00:00:06:00/00:00:01:00",,КР,
Лого ДА,03:38:30:18,РГС  Десерты,00:00:30:00,00:00:00:00,00:00:30:00,494976,,,КР,
Лого ДА,03:39:00:18,ID_PERETZ_NEW_CET_ZAKR_ENF,00:00:01:00,00:00:00:00,00:00:01:00,PGR_0013_ENF,_ENF,,,
